ParmID,ParmValue,ParmType,ScenarioID
4,1.00000001e-01,0,87
5,0.00000000e+00,0,87
6,0.00000000e+00,0,87
7,0.00000000e+00,0,87
8,0.00000000e+00,0,87
9,0.00000000e+00,0,87
10,0.00000000e+00,1,87
11,1.00000000e+00,2,87
12,0.00000000e+00,0,87
13,0.00000000e+00,0,87
14,0.00000000e+00,0,87
15,0.00000000e+00,0,87
16,2.60000000e+02,2,87
17,1.00000000e+00,1,87
18,3.65000000e+02,2,87
19,0.00000000e+00,0,87
20,0.00000000e+00,0,87
21,0.00000000e+00,0,87
22,0.00000000e+00,0,87
23,0.00000000e+00,0,87
24,1.00000000e+00,1,87
25,0.00000000e+00,0,87
26,0.00000000e+00,0,87
27,0.00000000e+00,0,87
28,0.00000000e+00,0,87
29,1.00000000e+00,1,87
30,1.00000000e+00,1,87
31,0.00000000e+00,0,87
32,0.00000000e+00,1,87
33,2.62000008e+01,1,87
34,0.00000000e+00,0,87
35,0.00000000e+00,0,87
36,0.00000000e+00,0,87
37,0.00000000e+00,0,87
38,0.00000000e+00,0,87
39,1.00000000e+00,0,87
40,0.00000000e+00,0,87
41,0.00000000e+00,0,87
42,0.00000000e+00,0,87
43,0.00000000e+00,0,87
44,0.00000000e+00,0,87
45,0.00000000e+00,0,87
46,0.00000000e+00,0,87
47,0.00000000e+00,0,87
48,0.00000000e+00,0,87
49,0.00000000e+00,0,87
50,0.00000000e+00,0,87
51,0.00000000e+00,0,87
52,0.00000000e+00,0,87
53,0.00000000e+00,0,87
54,0.00000000e+00,0,87
55,0.00000000e+00,0,87
56,0.00000000e+00,0,87
57,0.00000000e+00,0,87
58,0.00000000e+00,0,87
59,0.00000000e+00,0,87
60,0.00000000e+00,0,87
61,0.00000000e+00,0,87
62,0.00000000e+00,0,87
63,0.00000000e+00,0,87
64,0.00000000e+00,0,87
65,0.00000000e+00,0,87
66,0.00000000e+00,0,87
67,0.00000000e+00,0,87
68,0.00000000e+00,0,87
69,0.00000000e+00,0,87
70,0.00000000e+00,0,87
71,0.00000000e+00,0,87
72,0.00000000e+00,0,87
73,0.00000000e+00,0,87
74,0.00000000e+00,0,87
75,0.00000000e+00,0,87
76,0.00000000e+00,0,87
77,0.00000000e+00,0,87
78,0.00000000e+00,0,87
79,0.00000000e+00,0,87
80,0.00000000e+00,0,87
81,0.00000000e+00,0,87
82,0.00000000e+00,0,87
83,2.62000008e+01,1,87
84,2.62000008e+01,1,87
85,0.00000000e+00,1,87
86,0.00000000e+00,1,87
87,0.00000000e+00,0,87
88,2.62000008e+01,1,87
89,0.00000000e+00,1,87
90,0.00000000e+00,0,87
91,0.00000000e+00,0,87
92,0.00000000e+00,0,87
93,0.00000000e+00,0,87
94,0.00000000e+00,0,87
95,0.00000000e+00,0,87
96,0.00000000e+00,0,87
97,0.00000000e+00,0,87
98,2.50000000e+02,0,87
99,2.62000008e+01,2,87
100,0.00000000e+00,0,87
101,2.40000000e+01,2,87
102,1.00000000e+00,1,87
103,2.62000008e+01,1,87
104,0.00000000e+00,1,87
105,0.00000000e+00,0,87
106,0.00000000e+00,1,87
107,2.62000008e+01,1,87
108,0.00000000e+00,1,87
109,2.62000008e+01,1,87
110,0.00000000e+00,0,87
111,0.00000000e+00,0,87
112,0.00000000e+00,0,87
113,0.00000000e+00,0,87
114,0.00000000e+00,0,87
115,0.00000000e+00,0,87
116,0.00000000e+00,0,87
117,0.00000000e+00,0,87
118,1.00000000e+00,1,87
119,1.00000000e+00,1,87
120,1.00000000e+00,1,87
121,1.00000001e-01,0,87
122,1.00000001e-01,0,87
123,0.00000000e+00,1,87
124,0.00000000e+00,0,87
125,0.00000000e+00,0,87
126,0.00000000e+00,0,87
127,0.00000000e+00,0,87
128,0.00000000e+00,0,87
129,0.00000000e+00,0,87
130,0.00000000e+00,0,87
131,0.00000000e+00,0,87
132,0.00000000e+00,0,87
133,0.00000000e+00,0,87
134,0.00000000e+00,0,87
135,0.00000000e+00,0,87
136,0.00000000e+00,0,87
137,0.00000000e+00,0,87
138,0.00000000e+00,0,87
139,0.00000000e+00,0,87
140,0.00000000e+00,0,87
141,0.00000000e+00,0,87
142,0.00000000e+00,0,87
122,0.00000000e+00,0,44
123,0.00000000e+00,0,44
124,0.00000000e+00,0,44
125,0.00000000e+00,0,44
127,0.00000000e+00,0,44
128,0.00000000e+00,0,44
129,0.00000000e+00,0,44
131,0.00000000e+00,0,44
132,0.00000000e+00,0,44
133,0.00000000e+00,0,44
135,0.00000000e+00,0,44
136,0.00000000e+00,0,44
137,0.00000000e+00,0,44
139,0.00000000e+00,0,44
140,0.00000000e+00,0,44
141,0.00000000e+00,0,44
142,5.00000000e-01,1,44
144,0.00000000e+00,0,44
1046,1.00000000e+00,0,44
1047,1.00000000e+00,1,44
143,0.00000000e+00,0,87
144,0.00000000e+00,0,87
1044,1.00000000e+00,0,87
0,0.00000000e+00,0,88
1,4.00000000e+00,1,88
2,2.60000000e+02,1,88
3,0.00000000e+00,0,88
4,1.00000001e-01,0,88
5,0.00000000e+00,0,88
6,0.00000000e+00,0,88
7,0.00000000e+00,0,88
8,0.00000000e+00,0,88
9,0.00000000e+00,0,88
10,0.00000000e+00,1,88
11,1.00000000e+00,2,88
12,0.00000000e+00,0,88
13,0.00000000e+00,0,88
14,0.00000000e+00,0,88
15,0.00000000e+00,0,88
16,2.60000000e+02,2,88
17,1.00000000e+00,1,88
18,3.65000000e+02,2,88
19,0.00000000e+00,0,88
20,0.00000000e+00,0,88
21,0.00000000e+00,0,88
22,0.00000000e+00,0,88
23,0.00000000e+00,0,88
24,1.00000000e+00,1,88
25,0.00000000e+00,0,88
26,0.00000000e+00,0,88
27,0.00000000e+00,0,88
28,0.00000000e+00,0,88
29,1.00000000e+00,1,88
30,1.00000000e+00,1,88
31,0.00000000e+00,0,88
32,0.00000000e+00,1,88
33,1.03800003e+02,1,88
34,0.00000000e+00,0,88
35,0.00000000e+00,0,88
36,0.00000000e+00,0,88
37,0.00000000e+00,0,88
38,0.00000000e+00,0,88
39,1.00000000e+00,0,88
40,0.00000000e+00,0,88
41,0.00000000e+00,0,88
42,0.00000000e+00,0,88
43,0.00000000e+00,0,88
44,0.00000000e+00,0,88
45,0.00000000e+00,0,88
46,0.00000000e+00,0,88
47,0.00000000e+00,0,88
48,0.00000000e+00,0,88
49,0.00000000e+00,0,88
50,0.00000000e+00,0,88
51,0.00000000e+00,0,88
52,0.00000000e+00,0,88
